feature,Estimate_group,pvalue,fdr,fold_change,log2FC,method,vs
Zbtb6,Group,0.508,0.7471,1.0665,0.0929,DESeq2,DMSO vs T4400
Zbtb7a,Group,0.0329,0.1537,1.1134,0.155,DESeq2,DMSO vs T4400
Zbtb7b,Group,0.1002,0.3067,1.1275,0.1732,DESeq2,DMSO vs T4400
Zbtb7c,Group,0.0033,0.0352,0.7501,-0.4148,DESeq2,DMSO vs T4400
Zbtb8a,Group,0.129,0.3561,0.8991,-0.1535,DESeq2,DMSO vs T4400
Zbtb8b,Group,0.4122,0.677,0.6061,-0.7223,DESeq2,DMSO vs T4400
Zbtb8os,Group,0.8233,0.9337,1.0122,0.0174,DESeq2,DMSO vs T4400
Zbtb9,Group,0.9324,0.9722,1.0048,0.0069,DESeq2,DMSO vs T4400
Zc2hc1a,Group,0.816,0.93,0.985,-0.0219,DESeq2,DMSO vs T4400
Zc2hc1c,Group,0.8498,0.9473,1.0174,0.0249,DESeq2,DMSO vs T4400
Zc3h10,Group,0.4685,0.7193,1.0442,0.0624,DESeq2,DMSO vs T4400
Zc3h11a,Group,0.2862,0.5641,1.1071,0.1468,DESeq2,DMSO vs T4400
Zc3h12a,Group,0.0097,0.0691,1.2034,0.2671,DESeq2,DMSO vs T4400
Zc3h12b,Group,0.6927,0.8604,0.9507,-0.0729,DESeq2,DMSO vs T4400
Zc3h12c,Group,0.0558,0.214,1.1939,0.2556,DESeq2,DMSO vs T4400
Zc3h12d,Group,0.0403,0.1748,1.6981,0.7639,DESeq2,DMSO vs T4400
Zc3h13,Group,0.79,0.9152,1.0232,0.0331,DESeq2,DMSO vs T4400
Zc3h14,Group,0.6845,0.8563,1.0261,0.0371,DESeq2,DMSO vs T4400
Zc3h15,Group,0.6925,0.8604,1.0347,0.0493,DESeq2,DMSO vs T4400
Zc3h18,Group,0.1224,0.3444,0.9475,-0.0777,DESeq2,DMSO vs T4400
Zc3h3,Group,0.3162,0.5943,0.9245,-0.1133,DESeq2,DMSO vs T4400
Zc3h4,Group,0.7688,0.902,1.0178,0.0254,DESeq2,DMSO vs T4400
Zc3h6,Group,0.3255,0.6044,1.0935,0.129,DESeq2,DMSO vs T4400
Zc3h7a,Group,0.183,0.4395,1.1377,0.1861,DESeq2,DMSO vs T4400
Zc3h7b,Group,0.1605,0.4054,0.9468,-0.0788,DESeq2,DMSO vs T4400
Zc3h8,Group,0.9921,0.996,0.9989,-0.0015,DESeq2,DMSO vs T4400
Zc3hav1,Group,0.0005,0.0105,1.2355,0.3051,DESeq2,DMSO vs T4400
Zc3hav1l,Group,0.1495,0.3884,0.9177,-0.124,DESeq2,DMSO vs T4400
Zc3hc1,Group,0.0365,0.1648,0.8937,-0.1621,DESeq2,DMSO vs T4400
Zc4h2,Group,0.4051,0.6722,0.9557,-0.0653,DESeq2,DMSO vs T4400
Zcchc10,Group,0.7308,0.8804,1.0295,0.042,DESeq2,DMSO vs T4400
Zcchc11,Group,0.1768,0.431,1.119,0.1623,DESeq2,DMSO vs T4400
Zcchc12,Group,0.1275,0.3537,0.3999,-1.3224,DESeq2,DMSO vs T4400
Zcchc14,Group,0.0848,0.276,1.0967,0.1332,DESeq2,DMSO vs T4400
Zcchc17,Group,0.0642,0.2342,0.8804,-0.1838,DESeq2,DMSO vs T4400
Zcchc18,Group,0.0899,0.2864,0.4611,-1.1167,DESeq2,DMSO vs T4400
Zcchc2,Group,0.0116,0.0783,1.1306,0.1771,DESeq2,DMSO vs T4400
Zcchc24,Group,0.0087,0.0647,1.1232,0.1676,DESeq2,DMSO vs T4400
Zcchc4,Group,0.0977,0.3021,1.1164,0.1589,DESeq2,DMSO vs T4400
Zcchc5,Group,0.0896,0.286,0.7514,-0.4124,DESeq2,DMSO vs T4400
Zcchc6,Group,0.2328,0.5045,1.0976,0.1344,DESeq2,DMSO vs T4400
Zcchc7,Group,0.041,0.1766,1.2175,0.2839,DESeq2,DMSO vs T4400
Zcchc8,Group,0.2816,0.5597,0.9333,-0.0995,DESeq2,DMSO vs T4400
Zcchc9,Group,0.9934,0.9968,0.9996,-0.0006,DESeq2,DMSO vs T4400
Zcrb1,Group,0.473,0.7226,1.0313,0.0445,DESeq2,DMSO vs T4400
Zcwpw1,Group,0.2005,0.4632,0.8855,-0.1754,DESeq2,DMSO vs T4400
Zdbf2,Group,0.8757,0.9521,0.9092,-0.1373,DESeq2,DMSO vs T4400
Zdhhc1,Group,0.384,0.6533,1.0459,0.0647,DESeq2,DMSO vs T4400
Zdhhc12,Group,0.1697,0.4196,1.1042,0.143,DESeq2,DMSO vs T4400
Zdhhc13,Group,0.4079,0.6745,1.0565,0.0792,DESeq2,DMSO vs T4400
Zdhhc14,Group,0.7184,0.8758,0.8647,-0.2097,DESeq2,DMSO vs T4400
Zdhhc15,Group,0.0264,0.1338,1.5107,0.5952,DESeq2,DMSO vs T4400
Zdhhc16,Group,0.0011,0.0181,0.7561,-0.4034,DESeq2,DMSO vs T4400
Zdhhc17,Group,0.0992,0.3047,1.1687,0.2249,DESeq2,DMSO vs T4400
Zdhhc18,Group,0.6926,0.8604,0.9724,-0.0404,DESeq2,DMSO vs T4400
Zdhhc2,Group,0.1803,0.4357,0.815,-0.2951,DESeq2,DMSO vs T4400
Zdhhc20,Group,0.2488,0.5245,1.1257,0.1708,DESeq2,DMSO vs T4400
Zdhhc21,Group,0.5994,0.8108,0.9485,-0.0763,DESeq2,DMSO vs T4400
Zdhhc24,Group,0.5269,0.7598,1.0576,0.0809,DESeq2,DMSO vs T4400
Zdhhc25,Group,0.21,0.4758,0.313,-1.6758,DESeq2,DMSO vs T4400
Zdhhc3,Group,0.7402,0.8866,1.0179,0.0256,DESeq2,DMSO vs T4400
Zdhhc4,Group,0.7494,0.8916,0.9787,-0.031,DESeq2,DMSO vs T4400
Zdhhc5,Group,0.0239,0.125,1.0908,0.1254,DESeq2,DMSO vs T4400
Zdhhc6,Group,0.6452,0.8399,0.9834,-0.0242,DESeq2,DMSO vs T4400
Zdhhc7,Group,0.3854,0.6548,1.0394,0.0557,DESeq2,DMSO vs T4400
Zdhhc8,Group,0.7397,0.8862,1.0181,0.0259,DESeq2,DMSO vs T4400
Zdhhc9,Group,0.2166,0.4844,1.072,0.1003,DESeq2,DMSO vs T4400
Zeb1,Group,0.1072,0.3185,0.8842,-0.1775,DESeq2,DMSO vs T4400
Zeb2,Group,0.0239,0.125,1.2953,0.3733,DESeq2,DMSO vs T4400
Zeb2os,Group,0.6322,0.8317,0.9286,-0.1069,DESeq2,DMSO vs T4400
Zer1,Group,0.5441,0.7707,1.025,0.0357,DESeq2,DMSO vs T4400
Zfa-ps,Group,0.7199,0.8758,0.5209,-0.9409,DESeq2,DMSO vs T4400
Zfand1,Group,0.6194,0.8216,1.0297,0.0422,DESeq2,DMSO vs T4400
Zfand2a,Group,0.0851,0.2767,1.1616,0.2161,DESeq2,DMSO vs T4400
Zfand2b,Group,0.0078,0.0603,1.2214,0.2885,DESeq2,DMSO vs T4400
Zfand3,Group,0.1751,0.4283,1.0467,0.0659,DESeq2,DMSO vs T4400
Zfand4,Group,0.2046,0.4688,0.8865,-0.1739,DESeq2,DMSO vs T4400
Zfand5,Group,0.0015,0.0215,1.2316,0.3005,DESeq2,DMSO vs T4400
Zfand6,Group,0.4624,0.7145,0.9546,-0.067,DESeq2,DMSO vs T4400
Zfat,Group,0.925,0.9696,1.0095,0.0137,DESeq2,DMSO vs T4400
Zfc3h1,Group,0.365,0.6358,1.1095,0.1499,DESeq2,DMSO vs T4400
Zfhx2,Group,0.3311,0.6087,1.0916,0.1265,DESeq2,DMSO vs T4400
Zfhx2os,Group,0.3078,0.5858,0.2525,-1.9856,DESeq2,DMSO vs T4400
Zfhx3,Group,0.0123,0.0814,1.2887,0.3659,DESeq2,DMSO vs T4400
Zfhx4,Group,0.2936,0.5721,1.1216,0.1655,DESeq2,DMSO vs T4400
Zfp1,Group,0.9865,0.9941,0.9987,-0.0019,DESeq2,DMSO vs T4400
Zfp101,Group,0.1231,0.3457,0.8229,-0.2812,DESeq2,DMSO vs T4400
Zfp105,Group,0.3539,0.63,0.8916,-0.1655,DESeq2,DMSO vs T4400
Zfp106,Group,0.3101,0.5883,1.0656,0.0916,DESeq2,DMSO vs T4400
Zfp108,Group,0.4222,0.6853,1.0948,0.1307,DESeq2,DMSO vs T4400
Zfp109,Group,0.1381,0.3704,1.3511,0.4341,DESeq2,DMSO vs T4400
Zfp11,Group,0.5488,0.7741,1.0484,0.0682,DESeq2,DMSO vs T4400
Zfp110,Group,0.4759,0.7247,0.9685,-0.0462,DESeq2,DMSO vs T4400
Zfp111,Group,0.5533,0.7769,1.046,0.0649,DESeq2,DMSO vs T4400
Zfp112,Group,0.3164,0.5943,1.1197,0.1631,DESeq2,DMSO vs T4400
Zfp113,Group,0.113,0.3292,1.1382,0.1867,DESeq2,DMSO vs T4400
Zfp114,Group,0.4935,0.7369,0.5148,-0.9579,DESeq2,DMSO vs T4400
Zfp119a,Group,0.2938,0.5723,1.1265,0.1718,DESeq2,DMSO vs T4400
Zfp119b,Group,0.2074,0.4727,1.1602,0.2144,DESeq2,DMSO vs T4400
Zfp12,Group,0.0507,0.2023,1.084,0.1164,DESeq2,DMSO vs T4400
Zfp120,Group,0.2502,0.5262,1.1323,0.1792,DESeq2,DMSO vs T4400
Zfp128,Group,0.0381,0.169,1.1905,0.2516,DESeq2,DMSO vs T4400
Zfp13,Group,0.1176,0.3365,0.8817,-0.1817,DESeq2,DMSO vs T4400
Zfp131,Group,0.1536,0.3948,1.1266,0.172,DESeq2,DMSO vs T4400
Zfp133-ps,Group,0.3616,0.6326,1.2869,0.3639,DESeq2,DMSO vs T4400
Zfp14,Group,0.019,0.108,1.2375,0.3075,DESeq2,DMSO vs T4400
Zfp141,Group,0.2671,0.5455,1.128,0.1738,DESeq2,DMSO vs T4400
Zfp142,Group,0.7229,0.8762,1.0156,0.0224,DESeq2,DMSO vs T4400
Zfp143,Group,0.7526,0.8931,0.9838,-0.0236,DESeq2,DMSO vs T4400
Zfp146,Group,0.1822,0.4385,1.0695,0.0969,DESeq2,DMSO vs T4400
Zfp148,Group,0.649,0.8421,1.0535,0.0752,DESeq2,DMSO vs T4400
Zfp157,Group,0.0245,0.1271,1.2344,0.3039,DESeq2,DMSO vs T4400
Zfp160,Group,0.0384,0.17,1.2398,0.3101,DESeq2,DMSO vs T4400
Zfp169,Group,0.6926,0.8604,1.0327,0.0464,DESeq2,DMSO vs T4400
Zfp174,Group,0.4545,0.709,1.078,0.1083,DESeq2,DMSO vs T4400
Zfp180,Group,0.0089,0.0657,1.1606,0.2149,DESeq2,DMSO vs T4400
Zfp182,Group,0.0402,0.1746,1.31,0.3896,DESeq2,DMSO vs T4400
Zfp184,Group,0.43,0.6911,1.0775,0.1077,DESeq2,DMSO vs T4400
Zfp185,Group,0.0368,0.1654,0.5469,-0.8707,DESeq2,DMSO vs T4400
Zfp189,Group,0.2883,0.5666,1.0912,0.126,DESeq2,DMSO vs T4400
Zfp191,Group,0.1796,0.4345,1.099,0.1362,DESeq2,DMSO vs T4400
Zfp2,Group,0.1385,0.3711,1.1895,0.2503,DESeq2,DMSO vs T4400
Zfp202,Group,0.1471,0.3842,1.182,0.2413,DESeq2,DMSO vs T4400
Zfp207,Group,0.2051,0.4693,0.902,-0.1488,DESeq2,DMSO vs T4400
Zfp212,Group,0.8307,0.9378,0.9906,-0.0136,DESeq2,DMSO vs T4400
Zfp213,Group,0.4098,0.6757,0.947,-0.0786,DESeq2,DMSO vs T4400
Zfp217,Group,0.2544,0.531,1.0504,0.0709,DESeq2,DMSO vs T4400
Zfp219,Group,0.6554,0.8443,1.0282,0.0402,DESeq2,DMSO vs T4400
Zfp229,Group,0.757,0.8951,1.0404,0.0572,DESeq2,DMSO vs T4400
Zfp235,Group,0.3824,0.6522,1.0696,0.0971,DESeq2,DMSO vs T4400
Zfp236,Group,0.0493,0.1992,1.1399,0.1889,DESeq2,DMSO vs T4400
Zfp239,Group,0.3787,0.6486,1.0604,0.0846,DESeq2,DMSO vs T4400
Zfp248,Group,0.0237,0.1244,1.2813,0.3576,DESeq2,DMSO vs T4400
Zfp251,Group,0.4571,0.7116,0.9623,-0.0554,DESeq2,DMSO vs T4400
Zfp26,Group,0.5128,0.7508,1.0863,0.1194,DESeq2,DMSO vs T4400
Zfp260,Group,0.603,0.8123,1.0541,0.076,DESeq2,DMSO vs T4400
Zfp266,Group,0.6769,0.8542,0.9723,-0.0405,DESeq2,DMSO vs T4400
Zfp27,Group,0.5969,0.8091,0.9672,-0.0481,DESeq2,DMSO vs T4400
Zfp273,Group,0.5111,0.7496,1.1337,0.181,DESeq2,DMSO vs T4400
Zfp275,Group,0.0463,0.1911,0.8652,-0.2089,DESeq2,DMSO vs T4400
Zfp276,Group,0.4958,0.7384,1.0394,0.0557,DESeq2,DMSO vs T4400
Zfp277,Group,0.8816,0.9542,0.9915,-0.0123,DESeq2,DMSO vs T4400
Zfp28,Group,0.7381,0.8855,1.0242,0.0345,DESeq2,DMSO vs T4400
Zfp280b,Group,0.2935,0.5721,0.9347,-0.0974,DESeq2,DMSO vs T4400
Zfp280c,Group,0.3643,0.6354,1.0959,0.1321,DESeq2,DMSO vs T4400
Zfp280d,Group,0.5874,0.8025,1.064,0.0894,DESeq2,DMSO vs T4400
Zfp281,Group,0.0609,0.2263,1.2467,0.3181,DESeq2,DMSO vs T4400
Zfp282,Group,0.1404,0.3741,0.9279,-0.108,DESeq2,DMSO vs T4400
Zfp286,Group,0.5783,0.7956,0.6221,-0.6847,DESeq2,DMSO vs T4400
Zfp287,Group,0.073,0.2523,1.2352,0.3048,DESeq2,DMSO vs T4400
Zfp292,Group,0.0014,0.0207,1.613,0.6897,DESeq2,DMSO vs T4400
Zfp296,Group,0.0455,0.1888,0.5744,-0.7998,DESeq2,DMSO vs T4400
Zfp3,Group,0.88,0.9537,0.9877,-0.0179,DESeq2,DMSO vs T4400
Zfp30,Group,0.9689,0.9849,0.9962,-0.0055,DESeq2,DMSO vs T4400
Zfp300,Group,0.7576,0.8955,1.075,0.1043,DESeq2,DMSO vs T4400
Zfp316,Group,0.177,0.4311,1.0899,0.1242,DESeq2,DMSO vs T4400
Zfp317,Group,0.0094,0.0679,1.1595,0.2135,DESeq2,DMSO vs T4400
Zfp318,Group,0.2227,0.492,1.1143,0.1561,DESeq2,DMSO vs T4400
Zfp319,Group,0.2627,0.5411,0.947,-0.0785,DESeq2,DMSO vs T4400
Zfp322a,Group,0.0823,0.271,0.87,-0.201,DESeq2,DMSO vs T4400
Zfp324,Group,0.0571,0.2175,0.8874,-0.1724,DESeq2,DMSO vs T4400
Zfp326,Group,0.0742,0.2551,0.8746,-0.1933,DESeq2,DMSO vs T4400
Zfp329,Group,0.192,0.4515,1.1907,0.2518,DESeq2,DMSO vs T4400
Zfp330,Group,0.5476,0.7735,0.9661,-0.0498,DESeq2,DMSO vs T4400
Zfp334,Group,0.3036,0.5827,0.9474,-0.078,DESeq2,DMSO vs T4400
Zfp335,Group,0.4198,0.6833,0.9609,-0.0576,DESeq2,DMSO vs T4400
Zfp341,Group,0.6235,0.8249,0.9586,-0.061,DESeq2,DMSO vs T4400
Zfp345,Group,0.6307,0.8308,1.1343,0.1817,DESeq2,DMSO vs T4400
Zfp346,Group,0.209,0.4749,0.9251,-0.1123,DESeq2,DMSO vs T4400
Zfp35,Group,0.7678,0.9015,1.0141,0.0203,DESeq2,DMSO vs T4400
Zfp354a,Group,0.1136,0.3302,1.1669,0.2227,DESeq2,DMSO vs T4400
Zfp354b,Group,0.8231,0.9336,1.061,0.0855,DESeq2,DMSO vs T4400
Zfp354c,Group,0.0478,0.1956,0.8455,-0.2421,DESeq2,DMSO vs T4400
Zfp358,Group,0.0734,0.2536,1.1177,0.1606,DESeq2,DMSO vs T4400
Zfp36,Group,0.3071,0.5858,1.0944,0.1301,DESeq2,DMSO vs T4400
Zfp362,Group,0.5089,0.748,1.0302,0.0429,DESeq2,DMSO vs T4400
Zfp365,Group,0.0135,0.0862,1.1689,0.2251,DESeq2,DMSO vs T4400
Zfp366,Group,0.5894,0.8034,1.5009,0.5858,DESeq2,DMSO vs T4400
Zfp367,Group,0.5112,0.7496,0.9565,-0.0641,DESeq2,DMSO vs T4400
Zfp369,Group,0.4228,0.6856,1.0771,0.1072,DESeq2,DMSO vs T4400
Zfp36l1,Group,0.9279,0.9711,1.0078,0.0113,DESeq2,DMSO vs T4400
Zfp36l2,Group,0.7955,0.9183,0.9798,-0.0295,DESeq2,DMSO vs T4400
Zfp36l3,Group,0.756,0.8945,1.1285,0.1744,DESeq2,DMSO vs T4400
Zfp37,Group,0.5858,0.8017,1.0762,0.106,DESeq2,DMSO vs T4400
Zfp382,Group,0.1596,0.4044,0.8487,-0.2367,DESeq2,DMSO vs T4400
Zfp383,Group,0.3583,0.6307,0.9357,-0.0959,DESeq2,DMSO vs T4400
Zfp384,Group,0.7753,0.9066,1.0184,0.0262,DESeq2,DMSO vs T4400
Zfp385a,Group,0.032,0.1505,0.9063,-0.142,DESeq2,DMSO vs T4400
Zfp385b,Group,0.2086,0.4743,1.9181,0.9397,DESeq2,DMSO vs T4400
Zfp385c,Group,0.4335,0.6927,0.6236,-0.6814,DESeq2,DMSO vs T4400
Zfp386,Group,0.077,0.26,1.2435,0.3144,DESeq2,DMSO vs T4400
Zfp389,Group,0.5509,0.7757,1.3601,0.4437,DESeq2,DMSO vs T4400
Zfp39,Group,0.5891,0.8031,0.954,-0.068,DESeq2,DMSO vs T4400
Zfp395,Group,0.6991,0.8638,1.0299,0.0425,DESeq2,DMSO vs T4400
Zfp397,Group,0.1488,0.3877,1.1252,0.1702,DESeq2,DMSO vs T4400
Zfp398,Group,0.0098,0.0696,1.2858,0.3627,DESeq2,DMSO vs T4400
Zfp40,Group,0.0032,0.0343,1.4651,0.551,DESeq2,DMSO vs T4400
Zfp407,Group,0.2476,0.524,1.1127,0.154,DESeq2,DMSO vs T4400
Zfp408,Group,0.6837,0.8559,1.0259,0.0369,DESeq2,DMSO vs T4400
Zfp41,Group,0.0039,0.0391,0.8445,-0.2439,DESeq2,DMSO vs T4400
Zfp410,Group,0.6955,0.8615,0.9801,-0.0289,DESeq2,DMSO vs T4400
Zfp414,Group,0.0395,0.1728,0.8876,-0.172,DESeq2,DMSO vs T4400
Zfp418,Group,0.9647,0.9832,1.0051,0.0074,DESeq2,DMSO vs T4400
Zfp420,Group,0.0539,0.2098,1.2036,0.2674,DESeq2,DMSO vs T4400
Zfp422,Group,0.2532,0.5295,0.9248,-0.1127,DESeq2,DMSO vs T4400
Zfp423,Group,0.0049,0.0447,0.4335,-1.2058,DESeq2,DMSO vs T4400
Zfp426,Group,0.7622,0.8984,1.0138,0.0198,DESeq2,DMSO vs T4400
Zfp428,Group,0.0453,0.1885,0.8633,-0.212,DESeq2,DMSO vs T4400
Zfp429,Group,0.4593,0.7133,1.0816,0.1131,DESeq2,DMSO vs T4400
Zfp433,Group,0.0945,0.2957,1.4967,0.5818,DESeq2,DMSO vs T4400
Zfp438,Group,0.0062,0.0523,1.2321,0.3012,DESeq2,DMSO vs T4400
Zfp442,Group,0.4573,0.7118,1.1272,0.1727,DESeq2,DMSO vs T4400
Zfp444,Group,0.1775,0.4315,1.0865,0.1197,DESeq2,DMSO vs T4400
Zfp445,Group,0.6298,0.8299,1.0435,0.0615,DESeq2,DMSO vs T4400
Zfp446,Group,0.3377,0.614,1.1056,0.1449,DESeq2,DMSO vs T4400
Zfp449,Group,0.0623,0.2296,1.1586,0.2123,DESeq2,DMSO vs T4400
Zfp451,Group,0.7651,0.8996,0.9762,-0.0348,DESeq2,DMSO vs T4400
Zfp454,Group,0.1016,0.3091,1.5083,0.5929,DESeq2,DMSO vs T4400
Zfp455,Group,0.9187,0.9679,1.0214,0.0305,DESeq2,DMSO vs T4400
Zfp456,Group,0.8992,0.9606,1.016,0.0229,DESeq2,DMSO vs T4400
Zfp457,Group,0.2762,0.5545,0.6441,-0.6346,DESeq2,DMSO vs T4400
Zfp458,Group,0.133,0.3622,1.3193,0.3997,DESeq2,DMSO vs T4400
Zfp459,Group,0.7282,0.8791,1.3623,0.446,DESeq2,DMSO vs T4400
Zfp46,Group,0.8947,0.9585,0.995,-0.0072,DESeq2,DMSO vs T4400
Zfp462,Group,0.1388,0.3715,1.1524,0.2047,DESeq2,DMSO vs T4400
Zfp467,Group,0.9513,0.9787,1.0076,0.0109,DESeq2,DMSO vs T4400
Zfp472,Group,0.9683,0.9846,0.9972,-0.0041,DESeq2,DMSO vs T4400
Zfp473,Group,0.1117,0.3266,0.6723,-0.5728,DESeq2,DMSO vs T4400
Zfp474,Group,0.8009,0.9219,0.8795,-0.1852,DESeq2,DMSO vs T4400
Zfp493,Group,0.5174,0.7533,1.1825,0.2419,DESeq2,DMSO vs T4400
Zfp503,Group,0.4144,0.6785,1.0549,0.0771,DESeq2,DMSO vs T4400
Zfp507,Group,0.0111,0.0759,1.1405,0.1897,DESeq2,DMSO vs T4400
Zfp51,Group,0.0251,0.1289,1.2899,0.3673,DESeq2,DMSO vs T4400
Zfp511,Group,0.6832,0.8556,0.9619,-0.056,DESeq2,DMSO vs T4400
Zfp512,Group,0.7096,0.8708,1.0156,0.0224,DESeq2,DMSO vs T4400
Zfp513,Group,0.5819,0.7982,0.9756,-0.0357,DESeq2,DMSO vs T4400
Zfp516,Group,0.1627,0.4087,0.9468,-0.0788,DESeq2,DMSO vs T4400
Zfp518a,Group,0.0004,0.0099,1.7387,0.798,DESeq2,DMSO vs T4400
Zfp518b,Group,0.4674,0.7185,0.9467,-0.0789,DESeq2,DMSO vs T4400
Zfp52,Group,0.0137,0.0871,1.3955,0.4808,DESeq2,DMSO vs T4400
Zfp521,Group,0.2071,0.4722,1.1517,0.2037,DESeq2,DMSO vs T4400
Zfp523,Group,0.9084,0.9644,0.9937,-0.0091,DESeq2,DMSO vs T4400
Zfp524,Group,0.0548,0.2121,1.199,0.2618,DESeq2,DMSO vs T4400
Zfp526,Group,0.7012,0.8655,1.0261,0.0372,DESeq2,DMSO vs T4400
Zfp53,Group,0.1256,0.3497,1.1433,0.1933,DESeq2,DMSO vs T4400
Zfp532,Group,0.084,0.2748,1.1046,0.1435,DESeq2,DMSO vs T4400
Zfp536,Group,0.2166,0.4844,2.0055,1.004,DESeq2,DMSO vs T4400
Zfp54,Group,0.8539,0.9473,0.9784,-0.0315,DESeq2,DMSO vs T4400
Zfp541,Group,0.5071,0.7465,0.3611,-1.4695,DESeq2,DMSO vs T4400
Zfp551,Group,0.0011,0.0183,1.4681,0.5539,DESeq2,DMSO vs T4400
Zfp553,Group,0.9708,0.9855,1.0019,0.0028,DESeq2,DMSO vs T4400
Zfp558,Group,0.5813,0.7979,1.0773,0.1075,DESeq2,DMSO vs T4400
Zfp560,Group,0.5713,0.7902,0.9624,-0.0554,DESeq2,DMSO vs T4400
Zfp563,Group,0.998,0.9989,1.0002,0.0004,DESeq2,DMSO vs T4400
Zfp566,Group,0.7224,0.8759,1.0368,0.0522,DESeq2,DMSO vs T4400
Zfp568,Group,0.1062,0.3166,0.8899,-0.1682,DESeq2,DMSO vs T4400
Zfp57,Group,0.1341,0.3643,0.8972,-0.1565,DESeq2,DMSO vs T4400
Zfp572,Group,0.4895,0.7348,3.4375,1.7814,DESeq2,DMSO vs T4400
Zfp574,Group,0.6543,0.844,1.0288,0.0409,DESeq2,DMSO vs T4400
Zfp575,Group,0.4713,0.7218,0.8236,-0.2801,DESeq2,DMSO vs T4400
Zfp579,Group,0.1094,0.3223,1.1804,0.2393,DESeq2,DMSO vs T4400
Zfp58,Group,0.0648,0.2356,1.1872,0.2476,DESeq2,DMSO vs T4400
Zfp580,Group,0.1707,0.4212,0.8926,-0.1639,DESeq2,DMSO vs T4400
Zfp583,Group,0.734,0.8824,0.9427,-0.0852,DESeq2,DMSO vs T4400
Zfp59,Group,0.5168,0.753,1.0477,0.0672,DESeq2,DMSO vs T4400
Zfp592,Group,0.4143,0.6785,1.0323,0.0459,DESeq2,DMSO vs T4400
Zfp593,Group,0.276,0.5545,0.8781,-0.1875,DESeq2,DMSO vs T4400
Zfp595,Group,0.1167,0.3348,1.2313,0.3002,DESeq2,DMSO vs T4400
Zfp597,Group,0.9701,0.9852,1.0042,0.0061,DESeq2,DMSO vs T4400
Zfp598,Group,0.1041,0.3133,1.0645,0.0902,DESeq2,DMSO vs T4400
Zfp599,Group,0.1415,0.3759,0.8369,-0.2568,DESeq2,DMSO vs T4400
Zfp60,Group,0.3643,0.6354,1.0824,0.1142,DESeq2,DMSO vs T4400
Zfp605,Group,0.0106,0.0736,1.2861,0.363,DESeq2,DMSO vs T4400
Zfp606,Group,0.4384,0.6959,1.0862,0.1193,DESeq2,DMSO vs T4400
Zfp607,Group,0.0377,0.1682,1.2577,0.3308,DESeq2,DMSO vs T4400
Zfp608,Group,0.3327,0.6094,1.0503,0.0708,DESeq2,DMSO vs T4400
Zfp609,Group,0.1627,0.4087,1.0741,0.1031,DESeq2,DMSO vs T4400
Zfp61,Group,0.0578,0.2189,1.1106,0.1513,DESeq2,DMSO vs T4400
Zfp617,Group,0.206,0.4705,0.914,-0.1298,DESeq2,DMSO vs T4400
Zfp618,Group,0.3454,0.6217,3.4703,1.7951,DESeq2,DMSO vs T4400
Zfp619,Group,0.579,0.796,1.1162,0.1586,DESeq2,DMSO vs T4400
Zfp62,Group,0.2342,0.5062,1.1139,0.1557,DESeq2,DMSO vs T4400
Zfp622,Group,0.709,0.8705,0.982,-0.0263,DESeq2,DMSO vs T4400
Zfp623,Group,0.0406,0.1756,0.9048,-0.1443,DESeq2,DMSO vs T4400
Zfp626,Group,0.8165,0.9303,0.9751,-0.0364,DESeq2,DMSO vs T4400
Zfp628,Group,0.5973,0.8093,1.0492,0.0693,DESeq2,DMSO vs T4400
Zfp629,Group,0.6501,0.8427,1.0259,0.0369,DESeq2,DMSO vs T4400
Zfp637,Group,0.2074,0.4727,1.0678,0.0946,DESeq2,DMSO vs T4400
Zfp638,Group,0.1144,0.3314,1.2194,0.2861,DESeq2,DMSO vs T4400
Zfp639,Group,0.2759,0.5545,1.0569,0.0799,DESeq2,DMSO vs T4400
Zfp64,Group,0.402,0.6695,0.9549,-0.0666,DESeq2,DMSO vs T4400
Zfp644,Group,0.4195,0.683,1.0975,0.1342,DESeq2,DMSO vs T4400
Zfp646,Group,0.1862,0.4438,1.072,0.1003,DESeq2,DMSO vs T4400
Zfp647,Group,0.9528,0.9793,0.9959,-0.0059,DESeq2,DMSO vs T4400
Zfp65,Group,0.4056,0.6728,1.1106,0.1513,DESeq2,DMSO vs T4400
Zfp651,Group,0.0441,0.1852,0.9217,-0.1176,DESeq2,DMSO vs T4400
Zfp652,Group,0.5274,0.76,1.047,0.0662,DESeq2,DMSO vs T4400
Zfp652os,Group,0.3701,0.6408,0.7312,-0.4516,DESeq2,DMSO vs T4400
Zfp653,Group,0.537,0.7653,1.0452,0.0638,DESeq2,DMSO vs T4400
Zfp654,Group,0.1982,0.4601,1.1758,0.2337,DESeq2,DMSO vs T4400
Zfp655,Group,0.004,0.0395,1.3756,0.4601,DESeq2,DMSO vs T4400
Zfp658,Group,0.0366,0.165,1.1741,0.2315,DESeq2,DMSO vs T4400
Zfp661,Group,0.2758,0.5544,1.1041,0.1429,DESeq2,DMSO vs T4400
Zfp664,Group,0.326,0.6048,0.9539,-0.0681,DESeq2,DMSO vs T4400
Zfp667,Group,0.9206,0.9682,0.9881,-0.0172,DESeq2,DMSO vs T4400
Zfp668,Group,0.412,0.6768,0.9465,-0.0793,DESeq2,DMSO vs T4400
Zfp672,Group,0.6989,0.8636,1.0205,0.0292,DESeq2,DMSO vs T4400
